2015-01-05,'000001,上证指数,3350.519,3369.281,3253.883,3258.627,3234.677,115.842,3.5813,531352391,5.49760106398e+11,2015-01-05,'000063,中兴通讯,19.01,19.36,18.3,18.6,18.06,0.95,5.2602,5.1272,143968211,2716251184.78,65347659694.8,53379240385.3
2015-01-06,'000001,上证指数,3351.446,3394.224,3303.184,3330.799,3350.519,0.927,0.0277,501661695,5.32398463844e+11,2015-01-06,'000063,中兴通讯,20.11,20.38,18.75,18.9,19.01,1.1,5.7864,5.7624,161806478,3151267107.78,69128955100.6,56467991801.6
2015-01-07,'000001,上证指数,3373.954,3374.896,3312.211,3326.649,3351.446,22.508,0.6716,391918880,4.36416698934e+11,2015-01-07,'000063,中兴通讯,19.71,20.12,19.48,19.9,20.11,-0.4,-1.9891,3.4083,95703739,1892496137.1,67753938589.4,55344809468.4
2015-01-08,'000001,上证指数,3293.456,3381.566,3285.095,3371.957,3373.954,-80.498,-2.3859,371131170,3.99230297448e+11,2015-01-08,'000063,中兴通讯,19.99,20.78,19.64,19.81,19.71,0.28,1.4206,4.6332,130097189,2629736005.91,68716450147.2,56131037101.7
2015-01-09,'000001,上证指数,3285.412,3404.834,3267.509,3276.965,3293.456,-8.044,-0.2442,410240872,4.58648012598e+11,2015-01-09,'000063,中兴通讯,19.55,20.38,19.51,19.88,19.99,-0.44,-2.2011,3.5257,98999264,1980586163.2,67203931984.9,54895536535.2
2015-01-12,'000001,上证指数,3229.316,3275.185,3191.582,3258.213,3285.412,-56.096,-1.7074,322064679,3.66273059514e+11,2015-01-12,'000063,中兴通讯,19.14,19.54,18.9,19.4,19.55,-0.41,-2.0972,2.4713,69393811,1334164125.98,65794540060.9,53744274643.6
2015-01-13,'000001,上证指数,3235.301,3259.386,3214.412,3223.542,3229.316,5.985,0.1853,230725754,2.73588773806e+11,2015-01-13,'000063,中兴通讯,19.21,19.78,19.1,19.11,19.14,0.07,0.3657,2.0286,56962105,1108159956.78,66035167950.4,53940831551.9
2015-01-14,'000001,上证指数,3222.437,3268.483,3193.978,3242.337,3235.301,-12.864,-0.3976,240190747,2.67204528501e+11,2015-01-14,'000063,中兴通讯,19.17,19.68,18.88,19.28,19.21,-0.04,-0.2082,1.7158,48180203,926512876.54,65897666299.3,53828513318.6
2015-01-15,'000001,上证指数,3336.455,3337.084,3207.545,3224.07,3222.437,114.018,3.5383,282546240,3.30610537916e+11,2015-01-15,'000063,中兴通讯,19.65,19.65,19.0,19.4,19.17,0.48,2.5039,1.9624,55102695,1072295975.5,67547686112.7,55176332118.4
2015-01-16,'000001,上证指数,3376.495,3400.318,3340.49,3343.603,3336.455,40.04,1.2001,339876753,3.92253901947e+11,2015-01-16,'000063,中兴通讯,19.77,19.97,19.43,19.8,19.65,0.12,0.6107,2.0926,58760468,1157495473.66,67960191066.1,55513286818.4
2015-01-19,'000001,上证指数,3116.351,3262.207,3095.066,3189.727,3376.495,-260.144,-7.7046,401098789,4.09885991967e+11,2015-01-19,'000063,中兴通讯,18.0,19.3,17.79,18.8,19.77,-1.77,-8.953,3.9652,111342449,2075416340.98,61875743004.0,50543204994.0
2015-01-20,'000001,上证指数,3173.052,3190.245,3100.477,3114.56,3116.351,56.701,1.8195,357080811,4.16295210514e+11,2015-01-20,'000063,中兴通讯,19.08,19.19,18.31,18.65,18.0,1.08,6.0,3.8254,107416866,2023512699.74,65588287584.2,53575797293.6
2015-01-21,'000001,上证指数,3323.611,3337.004,3178.343,3189.085,3173.052,150.559,4.7449,410956024,4.73758667167e+11,2015-01-21,'000063,中兴通讯,19.68,19.86,19.13,19.4,19.08,0.6,3.1447,3.1917,89621569,1748863556.0,67650812351.0,55260570793.4
2015-01-22,'000001,上证指数,3343.344,3352.384,3293.978,3327.319,3323.611,19.733,0.5937,353382961,4.07874066619e+11,2015-01-22,'000063,中兴通讯,19.71,19.96,19.45,19.65,19.68,0.03,0.1524,2.633,73933509,1456001968.05,67753938589.4,55344809468.4
2015-01-23,'000001,上证指数,3351.764,3406.786,3328.293,3357.096,3343.344,8.42,0.2518,366249240,4.20979534063e+11,2015-01-23,'000063,中兴通讯,19.68,20.47,19.51,20.21,19.71,-0.03,-0.1522,2.8724,80655054,1609145310.91,67650812351.0,55260570793.4
2015-01-26,'000001,上证指数,3383.182,3384.798,3321.315,3347.257,3351.764,31.418,0.9374,317541007,3.58427470856e+11,2015-01-26,'000063,中兴通讯,20.38,20.45,19.84,19.86,19.68,0.7,3.5569,3.1833,89385594,1804030625.79,70057091245.6,57226139876.5
