日期,股票代码,名称,收盘价,最高价,最低价,开盘价,前收盘,涨跌额,涨跌幅,换手率,成交量,成交金额,总市值,流通市值
2017-10-20,'601218,吉鑫科技,4.25,4.25,4.17,4.17,4.19,0.06,1.432,0.3851,3819120,16130145.0,4214980000.0,4214980000.0
2017-10-19,'601218,吉鑫科技,4.19,4.3,4.17,4.3,4.28,-0.09,-2.1028,0.8758,8686072,36583151.0,4155474400.0,4155474400.0
2017-10-18,'601218,吉鑫科技,4.28,4.38,4.27,4.38,4.36,-0.08,-1.8349,0.4485,4447700,19240121.0,4244732800.0,4244732800.0
2017-10-17,'601218,吉鑫科技,4.36,4.39,4.33,4.34,4.35,0.01,0.2299,0.3176,3150304,13712923.0,4324073600.0,4324073600.0
2017-10-16,'601218,吉鑫科技,4.35,4.44,4.35,4.42,4.43,-0.08,-1.8059,0.5919,5869900,25788244.0,4314156000.0,4314156000.0
2017-10-13,'601218,吉鑫科技,4.43,4.44,4.39,4.39,4.4,0.03,0.6818,0.4412,4375847,19323866.0,4393496800.0,4393496800.0
2017-10-12,'601218,吉鑫科技,4.4,4.43,4.38,4.43,4.43,-0.03,-0.6772,0.3951,3918920,17243529.0,4363744000.0,4363744000.0
2017-10-11,'601218,吉鑫科技,4.43,4.46,4.38,4.4,4.4,0.03,0.6818,0.893,8856053,39151279.0,4393496800.0,4393496800.0
2017-10-10,'601218,吉鑫科技,4.4,4.4,4.35,4.36,4.35,0.05,1.1494,0.4556,4518585,19794038.0,4363744000.0,4363744000.0
2017-10-09,'601218,吉鑫科技,4.35,4.38,4.33,4.34,4.31,0.04,0.9281,0.5268,5224680,22746494.0,4314156000.0,4314156000.0
2017-09-29,'601218,吉鑫科技,4.31,4.32,4.28,4.28,4.29,0.02,0.4662,0.4354,4317877,18581320.0,4274485600.0,4274485600.0
2017-09-28,'601218,吉鑫科技,4.29,4.32,4.28,4.32,4.31,-0.02,-0.464,0.4071,4037600,17360503.0,4254650400.0,4254650400.0
2017-09-27,'601218,吉鑫科技,4.31,4.33,4.3,4.32,4.32,-0.01,-0.2315,0.3326,3298361,14236816.0,4274485600.0,4274485600.0
2017-09-26,'601218,吉鑫科技,4.32,4.34,4.29,4.33,4.31,0.01,0.232,0.3815,3783366,16302224.0,4284403200.0,4284403200.0
2017-09-25,'601218,吉鑫科技,4.31,4.4,4.3,4.4,4.4,-0.09,-2.0455,0.7355,7294800,31744159.0,4274485600.0,4274485600.0
2017-09-22,'601218,吉鑫科技,4.4,4.42,4.37,4.42,4.41,-0.01,-0.2268,0.6231,6179200,27125678.0,4363744000.0,4363744000.0
2017-09-21,'601218,吉鑫科技,4.41,4.47,4.4,4.45,4.46,-0.05,-1.1211,0.6695,6640100,29479900.0,4373661600.0,4373661600.0
2017-09-20,'601218,吉鑫科技,4.46,4.48,4.4,4.46,4.47,-0.01,-0.2237,0.7182,7122579,31629365.0,4423249600.0,4423249600.0
2017-09-19,'601218,吉鑫科技,4.47,4.5,4.46,4.5,4.49,-0.02,-0.4454,0.5568,5522600,24730949.0,4433167200.0,4433167200.0
