3212.6319,3223.3402,3203.2089,3208.4627,198928010,2.22828311758e+11,4.45,4.49,4.45,4.49,0.5132,5090104,22730612.0,4413332000.0,4413332000.0,0.0
3203.0375,3226.908,3199.2235,3201.5169,187837262,2.05493366275e+11,4.42,4.48,4.4,4.44,0.5315,5271068,23442759.0,4383579200.0,4383579200.0,0.0
3197.5439,3215.1962,3177.9346,3201.9292,186900880,2.01799622184e+11,4.37,4.45,4.3,4.42,0.6867,6810269,29705153.0,4333991200.0,4333991200.0,0.0
3218.1632,3219.2683,3190.3393,3192.3615,195303611,2.10820896339e+11,4.39,4.4,4.34,4.37,0.4687,4648736,20335545.0,4353826400.0,4353826400.0,0.0
3222.4168,3222.9784,3204.8529,3212.0316,160126773,1.74312138191e+11,4.34,4.39,4.34,4.37,0.4205,4170631,18183503.0,4304238400.0,4304238400.0,0.0
3176.4648,3230.354,3139.5035,3219.7914,266205274,2.74653250098e+11,4.03,4.34,4.01,4.32,1.2679,12574116,52233492.0,3996792800.0,3996792800.0,-1.0
3187.5672,3187.671,3150.1284,3159.7318,190623060,1.96452361519e+11,4.08,4.1,4.0,4.0,0.6609,6554229,26569294.0,4046380800.0,4046380800.0,-1.0
3230.9762,3232.9408,3179.73,3181.4015,272420726,2.69771019587e+11,4.14,4.15,4.03,4.08,0.7115,7056409,28926047.0,4105886400.0,4105886400.0,-1.0
3244.8647,3246.236,3225.4328,3227.5056,232108392,2.45825421933e+11,4.16,4.19,4.12,4.13,0.4777,4737331,19734254.0,4125721600.0,4125721600.0,-1.0
3237.9817,3247.7122,3231.9556,3236.5881,206003251,2.2195690991e+11,4.18,4.19,4.14,4.17,0.3615,3585118,14953491.0,4145556800.0,4145556800.0,0.0
3250.5989,3261.1046,3230.0705,3230.898,233056399,2.50631194263e+11,4.2,4.22,4.15,4.16,0.5068,5026534,21053647.0,4165392000.0,4165392000.0,0.0
3243.6894,3261.6454,3233.1376,3249.1376,205573873,2.13405498975e+11,4.19,4.21,4.16,4.2,0.373,3699591,15477923.0,4155474400.0,4155474400.0,0.0
3247.6748,3264.8483,3228.0389,3244.4608,213542005,2.28460518517e+11,4.21,4.23,4.17,4.17,0.3887,3854533,16175372.0,4175309600.0,4175309600.0,0.0
3249.7814,3251.9261,3220.6366,3243.765,228485945,2.4257208146e+11,4.28,4.29,4.18,4.22,0.6638,6583197,27967235.0,4244732800.0,4244732800.0,0.0
3253.2404,3256.3706,3232.9634,3240.1728,182226880,1.98428584091e+11,4.29,4.32,4.25,4.28,0.4869,4829209,20684404.0,4254650400.0,4254650400.0,0.0
3273.0283,3276.9461,3251.1941,3252.7519,246039440,2.53525920802e+11,4.31,4.33,4.28,4.29,0.4338,4302592,18556024.0,4274485600.0,4274485600.0,1.0
3292.6383,3292.6383,3273.5038,3274.3685,237194594,2.56419942206e+11,4.34,4.34,4.3,4.31,0.4366,4329959,18710117.0,4304238400.0,4304238400.0,1.0
3285.0568,3305.4313,3282.0377,3288.5183,266730628,2.79352341794e+11,4.26,4.34,4.25,4.34,0.4713,4674110,20094983.0,4224897600.0,4224897600.0,-1.0
3272.9286,3293.3686,3262.1554,3279.9864,233277004,2.43549542715e+11,4.32,4.34,4.25,4.25,0.4187,4152903,17895936.0,4284403200.0,4284403200.0,0.0
3262.0809,3287.1929,3261.3066,3269.3182,275906340,2.85634760381e+11,4.31,4.34,4.3,4.32,0.4123,4089334,17666073.0,4274485600.0,4274485600.0,0.0
3279.4566,3280.1035,3243.7153,3257.67,231173379,2.31874371766e+11,4.38,4.41,4.3,4.31,0.5964,5915259,25832295.0,4343908800.0,4343908800.0,1.0
3281.8728,3285.4833,3269.6582,3277.1887,252043537,2.55770184456e+11,4.4,4.4,4.34,4.38,0.5581,5535431,24239471.0,4363744000.0,4363744000.0,1.0
3275.573,3277.9433,3263.8468,3277.8083,235597907,2.37815125492e+11,4.36,4.39,4.34,4.38,0.4983,4942175,21564663.0,4324073600.0,4324073600.0,1.0
3261.7494,3282.519,3236.1829,3269.7347,240684622,2.51854039692e+11,4.3,4.38,4.23,4.35,0.5441,5396067,23283152.0,4264568000.0,4264568000.0,-1.0
3208.5413,3245.1163,3200.7481,3237.9222,262962995,2.6699826238e+11,4.27,4.33,4.23,4.27,0.5467,5422130,23212600.0,4234815200.0,4234815200.0,-1.0
3237.3602,3240.0517,3206.0436,3206.0436,190346796,2.09096078748e+11,4.31,4.32,4.25,4.26,0.4263,4227500,18178122.0,4274485600.0,4274485600.0,-1.0
3251.2617,3263.5892,3235.1013,3235.2298,182297997,2.04595858616e+11,4.34,4.34,4.29,4.32,0.423,4194670,18126228.0,4304238400.0,4304238400.0,0.0
3246.4512,3248.785,3228.8705,3247.8525,176852051,2.00832533704e+11,4.4,4.42,4.33,4.34,0.7566,7503983,32937549.0,4363744000.0,4363744000.0,0.0
3268.4298,3269.1389,3251.4593,3253.8455,203622551,2.2837694421e+11,4.41,4.42,4.37,4.4,0.4692,4652953,20466369.0,4373661600.0,4373661600.0,1.0
3268.7243,3275.0763,3248.0833,3253.2434,191122483,2.18437740745e+11,4.4,4.41,4.37,4.4,0.4689,4650280,20397724.0,4363744000.0,4363744000.0,1.0
3286.9055,3287.5186,3270.4753,3274.5805,186122483,2.09718592884e+11,4.42,4.44,4.39,4.39,0.3856,3823984,16887881.0,4383579200.0,4383579200.0,1.0
3290.2257,3293.476,3274.941,3287.6147,186537991,2.22927491486e+11,4.38,4.42,4.37,4.42,0.3784,3752745,16479279.0,4343908800.0,4343908800.0,0.0
3287.7049,3299.4572,3274.4404,3283.7966,179832208,2.04330421446e+11,4.38,4.41,4.34,4.39,0.3713,3682776,16077374.0,4343908800.0,4343908800.0,0.0
3271.5117,3297.9886,3266.3589,3287.9594,163468937,1.86245056566e+11,4.33,4.39,4.33,4.36,0.3171,3145100,13722741.0,4294320800.0,4294320800.0,-1.0
3331.5221,3331.9146,3271.4608,3271.4608,205839482,2.27141029378e+11,4.37,4.39,4.34,4.35,0.4722,4683575,20465219.0,4333991200.0,4333991200.0,-1.0
3362.6514,3375.0339,3336.1264,3336.1264,257461438,3.05319883095e+11,4.4,4.42,4.36,4.36,0.6103,6053201,26611679.0,4363744000.0,4363744000.0,1.0
3365.2261,3374.5947,3354.4627,3362.0604,219504535,2.68916094847e+11,4.4,4.42,4.38,4.38,0.5733,5685798,25031057.0,4363744000.0,4363744000.0,1.0
3363.6266,3376.6481,3357.0803,3361.8207,246863312,2.79640796622e+11,4.39,4.41,4.37,4.4,0.3455,3426457,15025662.0,4353826400.0,4353826400.0,0.0
3360.8103,3367.3581,3340.6865,3361.4621,234419781,2.69133107793e+11,4.39,4.39,4.36,4.39,0.4577,4539590,19844463.0,4353826400.0,4353826400.0,0.0
3367.1194,3381.9252,3358.4724,3365.9913,282497584,3.13722092738e+11,4.38,4.4,4.36,4.39,0.6146,6095829,26668271.0,4343908800.0,4343908800.0,-1.0
3379.583,3381.4027,3359.1309,3369.7185,267427849,2.96348432251e+11,4.4,4.41,4.36,4.39,0.6088,6037460,26467689.0,4363744000.0,4363744000.0,0.0
3384.317,3390.8233,3371.5706,3377.1968,216552946,2.45596608276e+11,4.39,4.4,4.36,4.39,0.6251,6199337,27157938.0,4353826400.0,4353826400.0,0.0
3385.3888,3391.0105,3364.7645,3372.4277,229090785,2.62034653491e+11,4.4,4.4,4.36,4.38,0.4944,4903603,21469229.0,4363744000.0,4363744000.0,0.0
3365.4974,3387.7956,3363.1765,3383.6281,221118685,2.64037023512e+11,4.44,4.47,4.39,4.4,1.5148,15022786,66773138.0,4403414400.0,4403414400.0,0.0
3365.2426,3380.8898,3353.6876,3364.4275,198405184,2.35160227356e+11,4.41,4.44,4.39,4.43,0.6812,6756339,29783350.0,4373661600.0,4373661600.0,0.0
3376.4188,3384.81,3360.0462,3365.3506,219011019,2.56888810547e+11,4.43,4.44,4.4,4.41,0.5925,5876259,25964377.0,4393496800.0,4393496800.0,0.0
3379.488,3391.0694,3370.8519,3381.487,272910319,3.25024951982e+11,4.46,4.48,4.4,4.43,1.2234,12133062,53937725.0,4423249600.0,4423249600.0,0.0
3384.147,3387.1397,3366.5412,3374.7185,194550715,2.30733408867e+11,4.48,4.49,4.42,4.46,0.7005,6947699,30958191.0,4443084800.0,4443084800.0,1.0
3371.4256,3391.6435,3361.3335,3383.47,221306487,2.56744421274e+11,4.46,4.5,4.43,4.47,0.8324,8255112,36878375.0,4423249600.0,4423249600.0,0.0
3353.6192,3365.5277,3345.3283,3365.1454,219765816,2.52910687798e+11,4.49,4.49,4.43,4.44,0.7698,7634449,34063712.0,4453002400.0,4453002400.0,1.0
3362.8587,3371.7486,3352.5134,3352.5134,190319676,2.27938635395e+11,4.49,4.51,4.46,4.49,0.5155,5112654,22917106.0,4453002400.0,4453002400.0,1.0
3356.8446,3370.4009,3344.7054,3365.5315,191129691,2.20728730019e+11,4.47,4.5,4.46,4.5,0.5568,5522600,24730949.0,4433167200.0,4433167200.0,0.0
3365.9959,3370.0978,3346.5356,3352.1848,192196661,2.25839069303e+11,4.46,4.48,4.4,4.46,0.7182,7122579,31629365.0,4423249600.0,4423249600.0,0.0
3357.8123,3377.8844,3356.8754,3364.6977,197448695,2.31946124431e+11,4.41,4.47,4.4,4.45,0.6695,6640100,29479900.0,4373661600.0,4373661600.0,0.0
3352.5294,3356.4514,3334.9846,3347.1569,179234007,2.06583469029e+11,4.4,4.42,4.37,4.42,0.6231,6179200,27125678.0,4363744000.0,4363744000.0,0.0
3341.5487,3350.9612,3334.9438,3344.5886,169621293,2.02401690547e+11,4.31,4.4,4.3,4.4,0.7355,7294800,31744159.0,4274485600.0,4274485600.0,0.0
3343.5826,3347.1629,3332.5985,3336.3497,132628595,1.59039634038e+11,4.32,4.34,4.29,4.33,0.3815,3783366,16302224.0,4284403200.0,4284403200.0,0.0
3345.2717,3349.6949,3340.2989,3340.8219,143086945,1.68981337689e+11,4.31,4.33,4.3,4.32,0.3326,3298361,14236816.0,4274485600.0,4274485600.0,-1.0
3339.6421,3344.6005,3336.1784,3343.8446,149444300,1.81955627406e+11,4.29,4.32,4.28,4.32,0.4071,4037600,17360503.0,4254650400.0,4254650400.0,-1.0
3348.9431,3357.0154,3340.3109,3340.3109,144862443,1.75892822952e+11,4.31,4.32,4.28,4.28,0.4354,4317877,18581320.0,4274485600.0,4274485600.0,-1.0
3374.3781,3410.1704,3366.965,3403.2458,191736057,2.27440593874e+11,4.35,4.38,4.33,4.34,0.5268,5224680,22746494.0,4314156000.0,4314156000.0,0.0
3382.9879,3384.0262,3358.7953,3373.3446,179423841,2.31148615058e+11,4.4,4.4,4.35,4.36,0.4556,4518585,19794038.0,4363744000.0,4363744000.0,0.0
3388.2838,3395.7794,3379.1634,3381.488,181476704,2.31154505949e+11,4.43,4.46,4.38,4.4,0.893,8856053,39151279.0,4393496800.0,4393496800.0,1.0
3386.1,3390.2036,3372.5331,3385.5329,161809380,2.01667864058e+11,4.4,4.43,4.38,4.43,0.3951,3918920,17243529.0,4363744000.0,4363744000.0,1.0
3390.5233,3395.7484,3383.2392,3384.4883,139954764,1.81118458173e+11,4.43,4.44,4.39,4.39,0.4412,4375847,19323866.0,4393496800.0,4393496800.0,1.0
3378.4704,3400.5113,3374.7687,3393.2055,174330620,2.21650689763e+11,4.35,4.44,4.35,4.42,0.5919,5869900,25788244.0,4314156000.0,4314156000.0,0.0
3372.0407,3382.4072,3365.5646,3373.2342,125381725,1.62910828164e+11,4.36,4.39,4.33,4.34,0.3176,3150304,13712923.0,4324073600.0,4324073600.0,0.0
3381.7937,3383.2323,3371.9249,3373.5281,157228791,1.94298766689e+11,4.28,4.38,4.27,4.38,0.4485,4447700,19240121.0,4244732800.0,4244732800.0,0.0
3370.1721,3378.7359,3359.6284,3374.6444,158476495,1.8792129231e+11,4.19,4.3,4.17,4.3,0.8758,8686072,36583151.0,4155474400.0,4155474400.0,0.0
3378.6481,3379.7652,3360.1001,3363.5138,127172851,1.55065093862e+11,4.25,4.25,4.17,4.17,0.3851,3819120,16130145.0,4214980000.0,4214980000.0,0.0
