日期,股票代码,名称,收盘价,最高价,最低价,开盘价,前收盘,涨跌额,涨跌幅,换手率,成交量,成交金额,总市值,流通市值
2017-10-20,'000063,中兴通讯,28.66,28.79,27.77,28.01,28.38,0.28,0.9866,2.1399,73551420,2086105807.84,1.2016197502e+11,98509272395.9
2017-10-19,'000063,中兴通讯,28.38,29.95,28.02,29.68,30.63,-2.25,-7.3457,4.4729,153742041,4471537918.3,1.18988026904e+11,97546864989.4
2017-10-18,'000063,中兴通讯,30.63,30.97,30.1,30.26,30.46,0.17,0.5581,1.6777,57665041,1758105711.38,1.28421538551e+11,1.05280495935e+11
2017-10-17,'000063,中兴通讯,30.46,31.07,29.95,30.46,30.45,0.01,0.0328,1.8425,63331539,1934054932.3,1.27708784338e+11,1.04696177152e+11
2017-10-16,'000063,中兴通讯,30.45,31.35,29.33,29.44,29.5,0.95,3.2203,3.3128,113867370,3485773890.06,1.27666857619e+11,1.04661805459e+11
2017-10-13,'000063,中兴通讯,29.5,29.82,28.62,28.9,29.17,0.33,1.1313,2.1445,73711648,2168069839.39,1.23683819368e+11,1.01396494616e+11
2017-10-12,'000063,中兴通讯,29.17,29.55,28.81,28.95,28.89,0.28,0.9692,2.0091,69056385,2016209072.73,1.2230023766e+11,1.00262228744e+11
2017-10-11,'000063,中兴通讯,28.89,29.88,28.8,29.88,30.1,-1.21,-4.0199,2.9434,101168351,2960045289.1,1.21126289544e+11,99299821337.0
2017-10-10,'000063,中兴通讯,30.1,30.2,29.05,29.7,29.98,0.12,0.4003,3.2391,111333517,3303225235.58,1.26199422474e+11,1.03458796201e+11
2017-10-09,'000063,中兴通讯,29.98,31.13,29.72,30.2,28.3,1.68,5.9364,5.9997,206120278,6308174372.89,1.25646936965e+11,1.02996970996e+11
2017-09-29,'000063,中兴通讯,28.3,29.45,28.02,28.18,28.15,0.15,0.5329,3.429,117805018,3387908458.0,1.18606014547e+11,97225292834.5
2017-09-28,'000063,中兴通讯,28.15,28.45,27.51,28.0,28.02,0.13,0.464,2.3656,81270620,2273833998.57,1.17977360759e+11,96709964427.2
2017-09-27,'000063,中兴通讯,28.02,28.51,26.46,26.58,26.58,1.44,5.4176,3.7483,128773768,3558520282.13,1.17432527477e+11,96263346474.3
2017-09-26,'000063,中兴通讯,26.58,26.58,25.9,26.11,26.25,0.33,1.2571,1.6237,55781288,1468524857.19,1.11397451118e+11,91316193764.7
2017-09-25,'000063,中兴通讯,26.25,27.5,26.1,27.1,26.7,-0.45,-1.6854,3.43,117839660,3175436715.01,1.10014412786e+11,90182471268.8
2017-09-22,'000063,中兴通讯,26.7,26.95,25.11,25.11,24.97,1.73,6.9283,3.6847,126589696,3292870847.45,1.11900374148e+11,91728456490.5
2017-09-21,'000063,中兴通讯,24.97,25.05,24.49,24.82,24.78,0.19,0.7667,1.1361,39029956,967520025.99,1.04649900468e+11,85785002193.6
2017-09-20,'000063,中兴通讯,24.78,24.86,24.36,24.5,24.52,0.26,1.0604,0.9406,32313463,795239754.3,1.0385360567e+11,85132252877.7
2017-09-19,'000063,中兴通讯,24.52,25.08,24.49,25.0,24.94,-0.42,-1.684,0.8909,30608127,756859067.38,1.02763939105e+11,84239016971.8
2017-09-18,'000063,中兴通讯,24.94,25.24,24.45,24.45,24.62,0.32,1.2998,1.3155,45193379,1127062300.32,1.0452416971e+11,85681936512.1
2017-09-15,'000063,中兴通讯,24.62,24.97,24.4,24.65,24.55,0.07,0.2851,1.0139,34832814,859409336.06,1.0318304163e+11,84582569243.3
2017-09-14,'000063,中兴通讯,24.55,25.06,24.44,24.93,24.93,-0.38,-1.5243,1.2332,42365945,1046059585.18,1.02889669863e+11,84342082653.2
2017-09-13,'000063,中兴通讯,24.93,25.08,24.71,24.91,24.94,-0.01,-0.0401,0.8643,29693142,739153411.81,1.04482259458e+11,85647581284.9
2017-09-12,'000063,中兴通讯,24.94,25.37,24.67,25.19,25.3,-0.36,-1.4229,1.6944,58212996,1453317230.2,1.0452416971e+11,85681936512.1
2017-09-11,'000063,中兴通讯,25.3,25.88,25.02,25.37,25.35,-0.05,-0.1972,2.2756,78179226,1988520819.7,1.060329388e+11,86918724689.5
2017-09-08,'000063,中兴通讯,25.35,25.38,24.64,24.69,24.46,0.89,3.6386,2.2833,78442124,1963777073.01,1.06242490062e+11,87090500825.2
2017-09-07,'000063,中兴通讯,24.46,25.0,24.38,25.0,24.95,-0.49,-1.9639,1.4428,49566912,1217895477.98,1.02512477591e+11,84032885608.9
2017-09-06,'000063,中兴通讯,24.95,24.99,24.19,24.28,24.36,0.59,2.422,2.0612,70812533,1752357670.26,1.04566079963e+11,85716291739.2
2017-09-05,'000063,中兴通讯,24.36,24.65,24.19,24.29,24.39,-0.03,-0.123,1.427,49024031,1196281749.99,1.02093375066e+11,83689333337.4
2017-09-04,'000063,中兴通讯,24.39,24.5,23.4,23.68,23.68,0.71,2.9983,2.3969,82345310,1986787514.82,1.02219105823e+11,83792399018.9
2017-09-01,'000063,中兴通讯,23.68,23.95,23.46,23.87,23.86,-0.18,-0.7544,1.1599,39839513,943362852.16,99227204526.7,81336904521.6
2017-08-31,'000063,中兴通讯,23.86,24.32,23.43,23.99,24.03,-0.17,-0.7074,1.7414,59815650,1428072794.25,99981465371.9,81955174910.7
2017-08-30,'000063,中兴通讯,24.03,24.33,23.61,23.69,23.72,0.31,1.3069,2.0621,70829866,1700003303.58,1.00693822837e+11,82539096944.9
2017-08-29,'000063,中兴通讯,23.72,23.89,23.46,23.5,23.69,0.03,0.1266,1.4877,51101031,1208435729.52,99394818047.9,81474297941.4
2017-08-28,'000063,中兴通讯,23.69,23.89,22.78,22.98,22.91,0.78,3.4046,2.8784,98868558,2318035713.45,99269107907.0,81371252876.6
2017-08-25,'000063,中兴通讯,22.91,23.52,22.8,22.93,22.82,0.09,0.3944,1.8512,63585521,1471588620.18,96000644244.4,78692081190.4
2017-08-24,'000063,中兴通讯,22.82,23.05,22.58,22.65,22.86,-0.04,-0.175,0.7672,26350959,600564398.86,95623513821.8,78382945995.9
2017-08-23,'000063,中兴通讯,22.86,23.15,22.73,22.81,22.87,-0.01,-0.0437,0.669,22980649,528109854.58,95791127342.9,78520339415.7
2017-08-22,'000063,中兴通讯,22.87,23.13,22.68,22.97,23.03,-0.16,-0.6947,0.8856,30417995,695042352.06,95833030723.2,78554687770.6
2017-08-21,'000063,中兴通讯,23.03,23.79,22.89,23.5,23.25,-0.22,-0.9462,1.3688,47015453,1093524279.64,96503484807.9,79104261449.9
2017-08-18,'000063,中兴通讯,23.25,23.25,22.58,22.77,22.95,0.3,1.3072,1.4337,49243713,1130044166.07,97425359174.2,79859925258.8
2017-08-17,'000063,中兴通讯,22.95,23.07,22.43,22.53,22.43,0.52,2.3183,1.8025,61914144,1410479476.4,96168257765.6,78829474610.2
2017-08-16,'000063,中兴通讯,22.43,22.77,21.68,21.84,21.84,0.59,2.7015,1.9804,68023854,1522966665.99,93989281990.5,77043360152.9
2017-08-15,'000063,中兴通讯,21.84,21.99,21.58,21.63,21.77,0.07,0.3215,0.9576,32893653,716996039.99,91516982553.4,75016807210.8
2017-08-14,'000063,中兴通讯,21.77,22.5,21.1,21.77,21.88,-0.11,-0.5027,2.1783,74821328,1638780030.25,91223658891.3,74776368726.1
2017-08-11,'000063,中兴通讯,21.88,22.5,21.84,22.18,22.48,-0.6,-2.669,0.7289,25037910,554014280.86,91684596074.5,75154200630.6
