日期,股票代码,名称,收盘价,最高价,最低价,开盘价,前收盘,涨跌额,涨跌幅,换手率,成交量,成交金额,总市值,流通市值
2017-10-20,'600795,国电电力,3.35,3.36,3.34,3.35,3.36,-0.01,-0.2976,0.201,39502648,132156265.0,65828832780.8,65828832780.8
2017-10-19,'600795,国电电力,3.36,3.38,3.33,3.35,3.36,0.0,0.0,0.4708,92512863,310222949.0,66025336759.2,66025336759.2
2017-10-18,'600795,国电电力,3.36,3.36,3.31,3.31,3.32,0.04,1.2048,0.4669,91750166,306138769.0,66025336759.2,66025336759.2
2017-10-17,'600795,国电电力,3.32,3.34,3.31,3.34,3.34,-0.02,-0.5988,0.228,44796713,148832757.0,65239320845.4,65239320845.4
2017-10-16,'600795,国电电力,3.34,3.36,3.33,3.35,3.34,0.0,0.0,0.2952,58017627,194030794.0,65632328802.3,65632328802.3
2017-10-13,'600795,国电电力,3.34,3.36,3.34,3.35,3.36,-0.02,-0.5952,0.2646,52002284,174197494.0,65632328802.3,65632328802.3
2017-10-12,'600795,国电电力,3.36,3.36,3.34,3.35,3.36,0.0,0.0,0.2897,56935390,190631099.0,66025336759.2,66025336759.2
2017-10-11,'600795,国电电力,3.36,3.37,3.33,3.34,3.35,0.01,0.2985,0.3851,75667017,253750213.0,66025336759.2,66025336759.2
2017-10-10,'600795,国电电力,3.35,3.35,3.32,3.34,3.34,0.01,0.2994,0.2555,50203188,167379872.0,65828832780.8,65828832780.8
2017-10-09,'600795,国电电力,3.34,3.36,3.33,3.35,3.32,0.02,0.6024,0.413,81155744,271297039.0,65632328802.3,65632328802.3
2017-09-29,'600795,国电电力,3.32,3.37,3.31,3.35,3.35,-0.03,-0.8955,0.7397,145358164,484690548.0,65239320845.4,65239320845.4
2017-09-28,'600795,国电电力,3.35,3.4,3.35,3.39,3.4,-0.05,-1.4706,0.3719,73087134,245949478.0,65828832780.8,65828832780.8
2017-09-27,'600795,国电电力,3.4,3.41,3.39,3.4,3.41,-0.01,-0.2933,0.2374,46656246,158446528.0,66811352673.0,66811352673.0
2017-09-26,'600795,国电电力,3.41,3.41,3.39,3.41,3.41,0.0,0.0,0.2892,56836147,193329456.0,67007856651.4,67007856651.4
2017-09-25,'600795,国电电力,3.41,3.44,3.37,3.39,3.41,0.0,0.0,0.5089,99998501,340770160.0,67007856651.4,67007856651.4
